year,Country,³·¸åÂÊ
2018,Nigeria,0.000223404
2018,North Korea,0.014084507
2018,Norway,0.000382117
2018,Oman,0.000839278
2018,Pakistan,0.001034443
2018,Philippines,0.000161655
2018,Poland,0.000199501
2018,Portugal,0.00017741
2018,Qatar,0.000207297
2018,Romania,0.001837838
2018,Russia,0.003870765
2018,Saudi Arabia,0.001182173
2018,Serbia,0.001419572
2018,Singapore,0.000418078
2018,Slovakia,0.00010446
2018,South Africa,0.000538696
2018,South Korea,0.00074173
2018,Spain,0.00047438
2018,Sri Lanka,0.000249813
2018,Sudan,0.000566251
2018,Sweden,0.000586459
2018,Switzerland,0.000443082
2018,Syria,0.001623377
2018,Taiwan,0.000544874
2018,Tajikistan,0.002177068
2018,Thailand,0.000965545
2018,Tunisia,0.001257598
2018,Turkey,0.000301821
2018,Uganda,0.000388802
2018,Ukraine,3.43737E-05
2018,United Arab Emirates,0.000550888
2018,United Kingdom,0.00052306
2018,United States,0.000538891
2018,Uruguay,0.000302663
2018,Uzbekistan,0.003058104
2018,Vietnam,0.000199681
2019,Algeria,9.3791E-05
2019,Argentina,0.00018858
2019,Armenia,0.000676133
2019,Australia,0.000342746
2019,Austria,0.000164247
2019,Azerbaijan,0.002197802
2019,Bahrain,0.001798561
2019,Bangladesh,0.001213776
2019,Barbados,0.005154639
2019,Belarus,0.000444346
2019,Belgium,0.000188925
2019,Bosnia & Herzegovina,0.000363372
2019,Botswana,0.002190581
2019,Brazil,9.98477E-05
2019,Bulgaria,0.00011744
2019,Cameroon,0.000312402
2019,Canada,0.000451999
2019,Central African Republic,0.0125
2019,Chile,0.000226193
2019,China,0.00095888
2019,Colombia,0.00015453
2019,Croatia,0.001252572
2019,Cyprus,0.000229148
2019,Czech Republic,0.000207958
2019,Democratic Republic of the Congo,0.001886792
2019,Denmark,0.000482502
2019,Ecuador,8.91504E-05
2019,Egypt,0.000642971
2019,Ethiopia,0.000619195
2019,Finland,0.000274833
2019,France,0.000387315
2019,Germany,0.000259335
2019,Ghana,0.000737191
2019,Greece,0.000599161
2019,Grenada,0.003076923
2019,Guatemala,0.002016129
2019,Hong Kong,0.000265351
2019,Hungary,6.12257E-05
2019,Iceland,0.000478469
2019,India,0.000902454
2019,Indonesia,3.5333E-05
2019,Iran,0.001446776
2019,Iraq,0.00040309
2019,Ireland,0.000264985
2019,Israel,0.000659579
2019,Italy,0.00063244
2019,Japan,0.000846588
2019,Jordan,0.000468238
2019,Kazakhstan,0.002453386
2019,Kenya,0.000138045
2019,Kosovo,0.001164144
2019,Kuwait,0.000732064
2019,Kyrgyzstan,0.00124533
2019,Laos,0.003663004
2019,Latvia,0.00026062
2019,Lithuania,0.000177274
2019,Madagascar,0.001851852
2019,Malawi,0.001011122
2019,Malaysia,0.000536577
2019,Malta,0.000854701
2019,Mexico,0.000240642
2019,Moldova,0.000691085
2019,Montenegro,0.001466276
2019,Morocco,0.0001997
2019,Nepal,0.000332392
2019,Netherlands,0.000331205
2019,New Zealand,0.000426371
2019,Nigeria,0.000184686
2019,North Korea,0.01754386
2019,Norway,0.000428908
2019,Pakistan,0.001542714
2019,Philippines,0.000135465
2019,Poland,0.000188789
2019,Portugal,0.000441757
2019,Qatar,0.000957488
2019,Republic of the Congo (Congo-Brazzaville),0.001329787
2019,Romania,0.000233296
2019,Russia,0.007405136
2019,Saudi Arabia,0.001269502
2019,Serbia,0.001457136
2019,Singapore,0.000323546
2019,Slovakia,9.57121E-05
2019,South Africa,0.000267451
2019,South Korea,0.000505873
2019,Spain,0.000290484
2019,Sri Lanka,0.000224517
2019,Sweden,0.000453384
2019,Switzerland,0.000464543
2019,Syria,0.001239157
2019,Taiwan,0.00039513
2019,Tajikistan,0.020153551
2019,Tanzania,0.000342936
2019,Thailand,9.77708E-05
2019,Trinidad & Tobago,0.001904762
2019,Tunisia,0.000661011
2019,Turkey,0.00033715
2019,Uganda,0.000364166
2019,Ukraine,0.000251724
2019,United Arab Emirates,0.000225124
2019,United Kingdom,0.000458792
2019,United States,0.000531091
2019,Uzbekistan,0.001191895
2019,Venezuela,0.001685204
2019,Vietnam,0.000289164
2019,Yemen,0.000724638
2020,Algeria,0.000321363
2020,Argentina,0.000262596
2020,Armenia,0.001909612
2020,Australia,0.000420946
2020,Austria,0.000179673
2020,Azerbaijan,0.000893389
2020,Bahrain,0.001359619
2020,Bangladesh,0.000665296
2020,Belarus,0.000217581
2020,Belgium,0.000392197
2020,Bermuda,0.015151515
2020,Bosnia & Herzegovina,0.000335121
2020,Botswana,0.001022495
2020,Brazil,0.000203658
2020,Bulgaria,0.0002252
2020,Cameroon,0.000234522
2020,Canada,0.000445766
2020,Chile,0.000122065
2020,China,0.001841083
2020,Colombia,0.001040691
2020,Costa Rica,0.000175469
2020,Croatia,0.000341939
2020,Czech Republic,0.000299591
2020,Democratic Republic of the Congo,0.001558846
2020,Denmark,0.000411523
2020,Dominican Republic,0.001254705
2020,East Timor,0.009259259
2020,Ecuador,7.38825E-05
2020,Egypt,0.000839215
2020,Estonia,0.000233699
2020,Ethiopia,0.000551724
2020,Finland,0.000226381
2020,France,0.000593128
2020,Germany,0.000552909
2020,Ghana,0.000283286
2020,Greece,0.001724408
2020,Honduras,0.011477762
2020,Hong Kong,0.000870028
2020,Hungary,0.00016451
2020,India,0.000843713
2020,Indonesia,4.79544E-05
2020,Iran,0.001514896
2020,Iraq,0.000371117
2020,Ireland,0.000192966
2020,Israel,0.000542947
2020,Italy,0.000443453
2020,Jamaica,0.001949318
2020,Japan,0.00061963
2020,Jordan,0.000780742
2020,Kazakhstan,0.000761228
2020,Kenya,0.000237671
2020,Kuwait,0.000321958
2020,Kyrgyzstan,0.00095511
2020,Lebanon,0.000755715
2020,Libya,0.000739645
2020,Lithuania,0.000312451
2020,Luxembourg,0.000580552
2020,Malaysia,0.000536325
2020,Malta,0.002192982
2020,Mexico,0.000184589
2020,Moldova,0.000553403
2020,Montenegro,0.001240695
2020,Morocco,0.000232432
2020,Mozambique,0.000602047
2020,Nepal,0.000504668
2020,Netherlands,0.000700566
2020,New Zealand,0.000482649
2020,Nigeria,0.000289721
2020,Norway,0.000301003
2020,Oman,0.000609013
2020,Pakistan,0.001119988
2020,Palestine,0.000607533
2020,Peru,0.001121579
2020,Philippines,0.000807754
2020,Poland,0.000161095
2020,Portugal,0.000282355
2020,Qatar,0.000297044
2020,Romania,0.000224215
2020,Russia,0.002731808
2020,Saudi Arabia,0.001005592
2020,Senegal,0.000583431
2020,Serbia,0.001151316
2020,Singapore,0.000687609
2020,Slovakia,0.000364299
2020,Slovenia,0.000217391
2020,South Africa,0.000306777
2020,South Korea,0.000748984
2020,Spain,0.000418734
2020,Sri Lanka,0.000377003
2020,Sudan,0.000870322
2020,Sweden,0.000515924
2020,Switzerland,0.000443204
2020,Taiwan,0.000442622
2020,Tajikistan,0.00124533
2020,Thailand,0.000502375
2020,Tunisia,0.001526873
2020,Turkey,0.000338423
2020,Ukraine,6.51013E-05
2020,United Arab Emirates,0.00063446
2020,United Kingdom,0.000711547
2020,United States,0.000619611
2020,Uruguay,0.000492005
2020,Uzbekistan,0.000496936
2020,Venezuela,0.000828958
2020,Vietnam,0.000705006
2021,Albania,0.000647668
2021,Algeria,0.00014782
2021,Argentina,0.000138764
2021,Australia,0.000567015
2021,Austria,0.000225213
2021,Azerbaijan,0.000264131
2021,Bahrain,0.000554017
2021,Bangladesh,0.000454614
2021,Barbados,0.003952569
2021,Belgium,0.000367115
2021,Bolivia,0.000478927
2021,Bosnia & Herzegovina,0.000314367
2021,Brazil,9.21391E-05
2021,Brunei,0.000932836
2021,Bulgaria,0.00010636
2021,Burundi,0.001915709
2021,Cambodia,0.000582751
2021,Cameroon,0.000431034
2021,Canada,0.000466245
2021,Chile,0.000156378
2021,China,0.003954916
2021,Colombia,0.00055142
2021,Croatia,0.00023609
2021,Cuba,0.000116374
2021,Cyprus,0.000644641
2021,Czech Republic,0.000222229
2021,Denmark,0.000238083
2021,Ecuador,0.000137061
2021,Egypt,0.000906182
2021,Estonia,0.000440626
2021,Ethiopia,0.000990426
2021,Finland,0.000291078
2021,France,0.000361887
2021,Germany,0.000464088
2021,Ghana,0.000387647
2021,Greece,0.000628997
2021,Honduras,0.015471167
2021,Hong Kong,0.000262835
2021,Hungary,5.05485E-05
2021,India,0.001079744
2021,Indonesia,4.39581E-05
2021,Iran,0.001351193
2021,Iraq,0.000566943
2021,Ireland,0.000308765
2021,Israel,0.000169774
2021,Italy,0.000441966
2021,Japan,0.000408086
2021,Jordan,0.000587959
2021,Kazakhstan,0.000540073
2021,Kenya,0.000748503
2021,Kuwait,0.001749781
2021,Kyrgyzstan,0.004587156
2021,Latvia,0.000221976
2021,Lebanon,0.000186846
2021,Luxembourg,0.00026688
2021,Macau,0.000690926
2021,Malaysia,0.000482961
2021,Malta,0.061518325
2021,Mexico,0.000278109
2021,Montenegro,0.001137656
2021,Morocco,0.000353382
2021,Nepal,0.000231481
2021,Netherlands,0.000415465
2021,New Zealand,0.000379039
2021,Nigeria,0.000244247
2021,North Korea,0.010204082
2021,Norway,0.00025243
2021,Oman,0.000245218
2021,Pakistan,0.001055259
2021,Panama,0.001738123
2021,Paraguay,0.000554324
2021,Peru,0.000247418
2021,Philippines,0.002164706
2021,Poland,0.000222115
2021,Portugal,0.000325483
2021,Puerto Rico,0.000385654
2021,Qatar,0.000553021
2021,Romania,0.000491481
2021,Russia,0.000935503
2021,Saudi Arabia,0.001111588
2021,Senegal,0.000567859
2021,Serbia,0.000839887
2021,Singapore,0.000389739
2021,Slovakia,0.000171072
2021,Slovenia,0.000202819
2021,South Africa,0.000541866
2021,South Korea,0.000783487
2021,Spain,0.000241732
2021,Sri Lanka,0.00084507
2021,Sudan,0.000345066
2021,Swaziland/Eswatini,1.55154E-05
2021,Sweden,0.000340928
2021,Switzerland,0.000263762
2021,Taiwan,0.000776934
2021,Thailand,0.000199378
2021,Trinidad & Tobago,0.00149925
2021,Tunisia,0.000434405
2021,Turkey,0.000426329
2021,Uganda,0.000510204
2021,Ukraine,0.000105091
2021,United Arab Emirates,0.000229235
2021,United Kingdom,0.000426001
2021,United States,0.000526102
2021,Uruguay,0.000231054
2021,Uzbekistan,0.000677335
2021,Venezuela,0.000794492
2021,Vietnam,0.00059456
2021,Yemen,0.000431034
2021,Zimbabwe,0.000944287
2022,Afghanistan,0.000894454
2022,Algeria,0.00060785
2022,Angola,0.001663894
2022,Anguilla,0.001663894
2022,Argentina,4.11658E-05
2022,Australia,0.000557126
2022,Austria,0.00038205
2022,Azerbaijan,0.001062135
2022,Bahrain,0.008171604
2022,Bangladesh,0.000680272
2022,Belarus,0.000608273
2022,Belgium,0.000705893
2022,Belize,0.013513514
2022,Benin,0.00055371
2022,Bosnia & Herzegovina,0.000941029
2022,Botswana,0.002901354
2022,Brazil,0.000182774
2022,Bulgaria,0.000113675
2022,Burkina Faso,0.000705219
2022,Cambodia,0.001019888
2022,Cameroon,0.00043554
2022,Canada,0.000591578
2022,Chad,0.004291845
2022,Chile,0.000217052
2022,China,0.003401589
2022,Colombia,0.000503271
2022,Cote d'Ivoire,0.000523834
2022,Croatia,0.000600034
2022,Cyprus,0.000153069
2022,Czech Republic,0.001168305
2022,Democratic Republic of the Congo,0.001603421
2022,Denmark,0.000532064
2022,Dominica,0.010416667
2022,Ecuador,0.000359635
2022,Egypt,0.002452483
2022,Estonia,0.000228885
2022,Ethiopia,0.001294126
2022,Finland,0.000493434
2022,France,0.000790772
2022,Gabon,0.004950495
2022,Gambia,0.004962779
2022,Georgia,0.001177394
2022,Germany,0.000545608
2022,Ghana,0.000660139
2022,Greece,0.001108727
2022,Grenada,0.006741573
2022,Guatemala,0.000706215
2022,Honduras,0.00141844
2022,Hong Kong,0.000357896
2022,Hungary,0.001179477
2022,Iceland,0.00042735
2022,India,0.003872851
2022,Indonesia,5.69328E-05
2022,Iran,0.002004008
2022,Iraq,0.00141995
2022,Ireland,0.000687537
2022,Israel,0.000654379
2022,Italy,0.000785215
2022,Japan,0.001131651
2022,Jordan,0.001826923
2022,Kazakhstan,0.00329234
2022,Kenya,0.000108143
2022,Kuwait,0.001412828
2022,Kyrgyzstan,0.005250875
2022,Latvia,0.00048158
2022,Lebanon,0.000786782
2022,Lesotho,0.005649718
2022,Libya,0.001207729
2022,Lithuania,0.000314317
2022,Macau,0.000533903
2022,Madagascar,0.002853067
2022,Malaysia,0.001608428
2022,Mali,0.0016
2022,Malta,0.00199071
2022,Mexico,0.000227456
2022,Mongolia,0.00111276
2022,Morocco,0.000545703
2022,Mozambique,0.000486381
2022,Myanmar (formerly Burma),0.001082251
2022,Namibia,0.001367989
2022,Nepal,0.00045527
2022,Netherlands,0.000468372
2022,New Zealand,0.000307629
2022,Niger,0.001367989
2022,Nigeria,0.000203406
2022,Norway,0.000557012
2022,Oman,0.003564639
2022,Pakistan,0.003125936
2022,Palestine,0.000479386
2022,Papua New Guinea,0.00660066
2022,Peru,0.000128526
2022,Philippines,0.00071977
2022,Poland,0.000548776
2022,Portugal,0.000660874
2022,Qatar,0.000696767
2022,Romania,0.000428247
2022,Russia,0.000614479
2022,Samoa,0.024691358
2022,Saudi Arabia,0.004684308
2022,Senegal,0.003871681
2022,Serbia,0.000640051
2022,Singapore,0.000288319
2022,Slovakia,0.001013274
2022,Slovenia,0.000113058
2022,South Africa,0.000396533
2022,South Korea,0.00073783
2022,Spain,0.000725295
2022,Sri Lanka,0.000161812
2022,Sudan,0.001347255
2022,Sweden,0.000479923
2022,Switzerland,0.000501748
2022,Taiwan,0.000671014
2022,Thailand,0.000443492
2022,Togo,0.00143472
2022,Trinidad & Tobago,0.003436426
2022,Tunisia,0.000687049
2022,Turkey,0.00041345
2022,Turkmenistan,0.00456621
2022,Uganda,0.00024432
2022,Ukraine,0.000147569
2022,United Arab Emirates,0.002010767
2022,United Kingdom,0.000507573
2022,United States,0.000593498
2022,Uzbekistan,0.000590029
2022,Vietnam,0.001011378
2022,Yemen,0.000794597
2022,Zambia,0.000516529
2022,Zimbabwe,0.000464253
2023,Afghanistan,0.006498781
2023,Algeria,0.000265229
2023,Argentina,0.000314
2023,Australia,0.000546102
2023,Austria,0.000181675
2023,Azerbaijan,0.000254647
2023,Bahrain,0.001616379
2023,Bangladesh,0.001668015
2023,Belarus,0.001060164
2023,Belgium,0.000230649
2023,Bolivia,0.00059453
2023,Botswana,0.000997009
2023,Brazil,0.000147566
2023,Brunei,0.001495886
2023,Bulgaria,0.000376176
2023,Burundi,0.012711864
2023,Cameroon,0.0002292
2023,Canada,0.000283932
2023,Chad,0.004237288
2023,Chile,0.000223174
2023,China,0.005756917
2023,Colombia,0.000411828
2023,Cyprus,0.000464684
2023,Czech Republic,0.000294779
2023,Denmark,0.000197913
2023,Ecuador,0.000200454
2023,Egypt,0.003305877
2023,Estonia,0.000242424
2023,Ethiopia,0.009785882
2023,Finland,0.000159572
2023,France,0.000372121
2023,Georgia,0.000738007
2023,Germany,0.00039384
2023,Ghana,0.001940099
2023,Greece,0.000294985
2023,Hong Kong,7.40056E-05
2023,Hungary,0.000205656
2023,Iceland,0.000423908
2023,India,0.001403193
2023,Indonesia,7.49375E-05
2023,Iran,0.002450261
2023,Iraq,0.002265628
2023,Ireland,9.20387E-05
2023,Israel,0.000113973
2023,Italy,0.000459207
2023,Japan,0.000710681
2023,Jordan,0.002732987
2023,Kazakhstan,0.002879841
2023,Kenya,0.000456621
2023,Kosovo,0.001970443
2023,Kuwait,0.001621622
2023,Kyrgyzstan,0.010741139
2023,Lebanon,0.000755287
2023,Libya,0.000627746
2023,Lithuania,0.000169549
2023,Macau,0.000345901
2023,Malawi,0.000746269
2023,Malaysia,0.00191922
2023,Maldives,0.006134969
2023,Mexico,0.000324549
2023,Mongolia,0.000411015
2023,Montenegro,0.004213483
2023,Morocco,0.000131588
2023,Nepal,0.001096251
2023,Netherlands,0.000144177
2023,New Zealand,0.000338314
2023,Niger,0.003294893
2023,Nigeria,0.000262209
2023,Norway,0.000359783
2023,Oman,0.003340492
2023,Pakistan,0.003575923
2023,Palestine,0.000458505
2023,Papua New Guinea,0.009966777
2023,Peru,0.000266081
2023,Philippines,0.001531505
2023,Poland,0.000103958
2023,Portugal,0.000155131
2023,Qatar,0.000426439
2023,Republic of the Congo (Congo-Brazzaville),0.001138952
2023,Romania,0.000285959
2023,Russia,0.000395372
2023,Rwanda,0.001464129
2023,Saudi Arabia,0.004616955
2023,Senegal,0.001179245
2023,Serbia,0.000459728
2023,Singapore,0.000749572
2023,Sint Maarten,0.011363636
2023,Slovakia,0.000214087
2023,Slovenia,0.000123472
2023,South Africa,0.00024429
2023,South Korea,0.001477931
2023,Spain,0.000355972
2023,Sri Lanka,0.000393778
2023,St. Kitts & Nevis,0.004032258
2023,Sudan,0.004705882
2023,Sweden,0.00022326
2023,Switzerland,0.000202888
2023,Syria,0.000648088
2023,Taiwan,0.000845309
2023,Tanzania,0.000218103
2023,Thailand,0.001570783
2023,Trinidad & Tobago,0.005136986
2023,Tunisia,0.001050788
2023,Turkey,0.000351179
2023,Ukraine,2.66716E-05
2023,United Arab Emirates,0.001100556
2023,United Kingdom,0.000389185
2023,United States,0.000494961
2023,Uzbekistan,0.000571102
2023,Venezuela,0.000345781
2023,Vietnam,0.001293919
2023,Yemen,0.003725782
2024,Afghanistan,0.001831502
2024,Algeria,0.000249813
2024,Armenia,0.002695418
2024,Australia,8.51462E-05
2024,Austria,7.74533E-05
2024,Bahrain,0.022576361
2024,Bangladesh,0.000287356
2024,Belgium,6.02555E-05
2024,Brazil,2.00924E-05
2024,Canada,1.82692E-05
2024,China,0.000495286
2024,Egypt,0.001446954
2024,Ethiopia,0.00194704
2024,France,0.000127609
2024,Georgia,0.002173913
2024,Germany,1.29062E-05
2024,Ghana,0.000316056
2024,Greece,0.000196541
2024,Hungary,0.000754945
2024,India,0.000176912
2024,Indonesia,1.46767E-05
2024,Iran,0.000404174
2024,Iraq,0.000231054
2024,Ireland,0.000118624
2024,Italy,0.000153662
2024,Japan,0.000252474
2024,Jordan,0.002432552
2024,Kazakhstan,0.000299401
2024,Kenya,0.000347222
2024,Kuwait,0.00059952
2024,Malaysia,0.000182994
2024,Malta,0.001934236
2024,Netherlands,0.000201579
2024,Nigeria,0.000109685
2024,Pakistan,0.000777994
2024,Poland,0.000437694
2024,Portugal,7.08466E-05
2024,Russia,2.92689E-05
2024,Saudi Arabia,0.003033038
2024,Serbia,0.000269906
2024,Singapore,8.33125E-05
2024,South Africa,0.000253271
2024,South Korea,6.86059E-05
2024,Spain,9.71647E-05
2024,Sweden,5.09321E-05
2024,Switzerland,8.76924E-05
2024,Taiwan,0.0001733
2024,Thailand,0.00029997
2024,Tunisia,0.000474496
2024,Turkey,0.000325424
2024,United Arab Emirates,0.00028393
2024,United Kingdom,0.000155336
2024,United States,9.91298E-05
2024,Yemen,0.00209205
